Image,Number,Type,Cell,Row,Label,Area,Mean Grey,Mode Grey,Min Grey,Max Grey,IntDen,RawIntDen,Channel,Stack
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,6,2,24,0.095,4014.538,2181,2181,6415,381.017,208756,2,7
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,6,2,25,0.095,3739.615,2497,2497,5187,354.924,194460,2,7
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,6,2,26,0.095,3670.5,2096,2096,5461,348.364,190866,2,7
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,1,1,0.095,5083.942,2633,2633,7787,482.513,264365,2,8
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,1,2,0.095,2944.038,1829,1829,4983,279.417,153090,2,8
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,1,3,0.095,3948.596,2134,2134,6113,374.758,205327,2,7
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,1,4,0.095,3035.596,2729,1295,5131,288.106,157851,2,7
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,1,5,0.095,3614.981,1672,1672,6496,343.095,187979,2,7
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,1,6,0.095,5325.865,1374,1374,10444,505.474,276945,2,7
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,1,7,0.095,3351.231,1591,1591,5854,318.063,174264,2,7
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,1,8,0.095,5533.808,3044,3044,9177,525.21,287758,2,7
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,1,9,0.095,4848.692,1761,1761,7665,460.186,252132,2,7
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,1,10,0.095,3451.231,1754,1754,5724,327.554,179464,2,7
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,1,11,0.095,4464.615,3968,1891,7249,423.733,232160,2,6
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,1,12,0.095,4167.058,1264,1264,8380,395.492,216687,2,7
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,1,13,0.095,6249.115,1787,1787,12183,593.099,324954,2,7
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,1,14,0.095,3597.904,3235,1905,6264,341.474,187091,2,7
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,1,15,0.095,3425.423,1167,1167,6201,325.104,178122,2,8
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,1,16,0.095,2147.173,1770,1062,3460,203.787,111653,2,8
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,1,17,0.095,2523.404,996,996,4516,239.494,131217,2,8
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,2,18,0.095,3454.692,2049,2049,4878,327.882,179644,2,9
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,2,19,0.095,2379.231,2015,1410,3218,225.811,123720,2,8
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,2,20,0.095,2614.308,1733,1733,3436,248.122,135944,2,8
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,2,21,0.095,3004.558,2068,2013,4195,285.16,156237,2,7
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,2,22,0.095,3751.558,3547,2255,5519,356.058,195081,2,7
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,2,23,0.095,4209.423,2343,2343,6700,399.513,218890,2,7
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,2,24,0.095,3747.019,1396,1396,6143,355.627,194845,2,7
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,2,25,0.095,3751.885,4683,2107,5341,356.089,195098,2,7
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,2,26,0.095,3633.269,1937,1937,5877,344.831,188930,2,7
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,2,27,0.095,3301.25,1543,1543,5042,313.319,171665,2,8
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-4 good/Series003 Lng,1,KO,7,2,28,0.095,2437.173,1197,1197,4153,231.31,126733,2,9
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,1,1,0.095,4206.25,1721,1721,6656,399.212,218725,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,1,2,0.095,3412.827,1532,1532,5473,323.909,177467,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,1,3,0.095,4810.538,1830,1830,8445,456.565,250148,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,1,4,0.095,4575.923,2278,2278,7325,434.297,237948,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,1,5,0.095,3602.692,1632,1248,7024,341.929,187340,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,1,6,0.095,4454.577,886,886,8569,422.781,231638,2,9
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,1,7,0.095,3160.038,3070,671,5195,299.917,164322,2,9
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,1,8,0.095,5583.385,2322,2322,9029,529.915,290336,2,9
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,1,9,0.095,4018.654,2045,2045,5325,381.407,208970,2,9
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,1,10,0.095,5628.288,6715,2448,10453,534.177,292671,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,1,11,0.095,4921.75,4879,1934,9093,467.12,255931,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,1,12,0.095,4335.885,2225,2225,7822,411.516,225466,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,1,13,0.095,3832.769,1444,1444,7710,363.765,199304,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,1,14,0.095,3925.712,1333,1333,6837,372.586,204137,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,1,15,0.095,3724.5,1356,1356,6555,353.49,193674,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,2,16,0.095,3274.981,3100,1887,4868,310.826,170299,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,2,17,0.095,4142.154,3333,1695,7096,393.129,215392,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,2,18,0.095,4116.981,4772,2639,5590,390.74,214083,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,2,19,0.095,3481.154,1604,1604,5800,330.394,181020,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,2,20,0.095,4765.5,3617,1816,7503,452.29,247806,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,2,21,0.095,4181.115,1984,1984,6421,396.827,217418,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,2,22,0.095,3306.481,1954,1954,4549,313.816,171937,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,2,23,0.095,4770.385,2939,2939,6215,452.754,248060,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,2,24,0.095,3693.712,2463,2047,5808,350.567,192073,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,2,25,0.095,2395.558,1816,1676,3221,227.361,124569,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,2,26,0.095,2886.365,1607,1607,4269,273.943,150091,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,2,27,0.095,3864.308,1777,1777,6737,366.759,200944,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,8,2,28,0.095,3350.981,1951,1951,5570,318.039,174251,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,1,1,0.095,4475.327,2077,2077,7403,424.75,232717,2,13
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,1,2,0.095,5173.577,1573,1573,10119,491.02,269026,2,12
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,1,3,0.095,4249.981,3039,1635,8168,403.363,220999,2,12
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,1,4,0.095,3896.538,3412,1493,6861,369.818,202620,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,1,5,0.095,4710.788,2114,2114,9313,447.097,244961,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,1,6,0.095,5089.558,3713,1763,9276,483.046,264657,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,1,7,0.095,3657,1454,1454,6192,347.083,190164,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,1,8,0.095,4043.635,4001,2305,7052,383.778,210269,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,1,9,0.095,3942.75,1951,1951,6537,374.203,205023,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,1,10,0.095,5738.404,1998,1998,10049,544.628,298397,2,9
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,1,11,0.095,4944.115,2733,2733,8447,469.242,257094,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,1,12,0.095,5372.346,2250,2250,9641,509.885,279362,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,1,13,0.095,4398.577,1560,1560,7608,417.466,228726,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,1,14,0.095,5217.673,1809,1809,9304,495.205,271319,2,12
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,1,15,0.095,4053.481,3014,1868,7230,384.713,210781,2,12
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,2,16,0.095,2950.712,1261,1261,5134,280.05,153437,2,13
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,2,17,0.095,3224.577,2059,2059,4622,306.042,167678,2,14
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,2,18,0.095,1789.942,2372,929,2634,169.882,93077,2,13
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,2,19,0.095,2664.173,1623,1623,4109,252.855,138537,2,12
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,2,20,0.095,3564.115,1671,1671,6154,338.268,185334,2,12
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,2,21,0.095,3672.019,1924,1924,5954,348.509,190945,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,2,22,0.095,4361.635,2312,2312,6835,413.96,226805,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,2,23,0.095,3745.212,2061,2061,5961,355.455,194751,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,2,24,0.095,3988.462,1574,1574,7048,378.542,207400,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,2,25,0.095,5137.135,2056,2056,8580,487.562,267131,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,2,26,0.095,4437.923,2315,2315,7306,421.2,230772,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,2,27,0.095,2847.788,1384,1384,4753,270.281,148085,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,2,28,0.095,4402.231,2684,1923,8502,417.812,228916,2,12
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,2,29,0.095,3477.058,1827,1827,6356,330.005,180807,2,13
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,9,2,30,0.095,3374.327,2442,1594,5960,320.255,175465,2,13
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,1,1,0.095,2722.75,1302,1302,5012,258.414,141583,2,12
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,1,2,0.095,3356.846,1471,1471,5847,318.596,174556,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,1,3,0.095,4266.692,1234,1234,8024,404.949,221868,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,1,4,0.095,2385.154,728,728,3970,226.373,124028,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,1,5,0.095,5303.481,2169,2169,10452,503.349,275781,2,9
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,1,6,0.095,5059.058,3869,1598,9588,480.151,263071,2,9
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,1,7,0.095,5417.519,1470,1470,9832,514.173,281711,2,8
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,1,8,0.095,6542.212,1943,1943,11202,620.916,340195,2,9
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,1,9,0.095,4442.577,1660,1660,8166,421.642,231014,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,1,10,0.095,2938.481,2532,1210,5036,278.889,152801,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,1,11,0.095,2613.904,2124,711,4760,248.084,135923,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,1,12,0.095,3305.462,1056,1056,5735,313.719,171884,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,1,13,0.095,4659.231,1063,1063,9853,442.204,242280,2,12
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,1,14,0.095,3857.135,1601,1601,6462,366.078,200571,2,12
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,1,15,0.095,4301.885,2069,2069,7659,408.289,223698,2,13
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,1,16,0.095,3607.288,1616,1616,5952,342.365,187579,2,14
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,2,17,0.095,2331.173,1364,1364,3626,221.25,121221,2,12
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,2,18,0.095,2869.673,1560,1560,4512,272.359,149223,2,12
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,2,19,0.095,3956.808,1899,1899,7195,375.538,205754,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,2,20,0.095,3916.673,2477,2477,5829,371.729,203667,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,2,21,0.095,3743.327,3628,2231,5336,355.276,194653,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,2,22,0.095,3549.308,2350,2350,4736,336.862,184564,2,9
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,2,23,0.095,4921.615,6692,2577,7051,467.107,255924,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,2,24,0.095,3013.923,1417,1417,4907,286.049,156724,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,2,25,0.095,3979.519,1578,1578,6833,377.693,206935,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,2,26,0.095,3624.577,3832,1930,5472,344.006,188478,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,2,27,0.095,2817.558,3856,1735,4301,267.412,146513,2,12
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,2,28,0.095,3025.75,1587,1587,4490,287.172,157339,2,12
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,2,29,0.095,3102.481,1621,1621,4848,294.454,161329,2,12
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,2,30,0.095,3745.673,1853,1853,6832,355.499,194775,2,13
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,2,31,0.095,2853.846,2801,1260,4554,270.856,148400,2,14
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-5 good/Series004 Lng,1,KO,10,2,32,0.095,3634.673,1469,1469,5880,344.964,189003,2,16
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,1,1,0.095,2368.077,677,677,4454,224.752,123140,2,15
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,1,2,0.095,2824.365,620,620,5382,268.058,146867,2,14
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,1,3,0.095,2730.808,876,876,4347,259.179,142002,2,13
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,1,4,0.095,3342.635,1944,1193,5031,317.247,173817,2,13
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,1,5,0.095,2484.904,2704,897,3845,235.84,129215,2,13
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,1,6,0.095,3105.923,1585,1585,4665,294.781,161508,2,12
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,1,7,0.095,2538.885,2112,920,4046,240.964,132022,2,12
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,1,8,0.095,3242.885,3400,1947,4771,307.78,168630,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,1,9,0.095,3559.692,2105,905,7061,337.848,185104,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,1,10,0.095,3508.558,3470,1841,5532,332.995,182445,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,1,11,0.095,4662.365,1469,1469,7065,442.502,242443,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,1,12,0.095,4521.096,2352,2352,7476,429.094,235097,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,1,13,0.095,3217.038,1563,1563,5071,305.327,167286,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,1,14,0.095,3518.077,2389,1485,5641,333.898,182940,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,1,15,0.095,4263.269,1503,1503,8688,404.624,221690,2,10
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,2,16,0.095,1866.173,885,759,3405,177.117,97041,2,14
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,2,17,0.095,2460.75,2839,1127,3805,233.548,127959,2,14
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,2,18,0.095,2849.846,2687,1695,4063,270.477,148192,2,13
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,2,19,0.095,2674.212,1627,1627,3599,253.807,139059,2,13
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,2,20,0.095,2544.462,2900,1281,3350,241.493,132312,2,13
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,2,21,0.095,2377.058,2596,1039,3595,225.605,123607,2,13
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,2,22,0.095,2110.115,1768,1216,3188,200.269,109726,2,12
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,2,23,0.095,2533.327,2238,1627,3762,240.436,131733,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,2,24,0.095,2507.462,2391,1102,3566,237.981,130388,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,2,25,0.095,2936.019,1486,1486,4233,278.655,152673,2,12
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,2,26,0.095,2704.923,1154,1154,4663,256.722,140656,2,12
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,11,2,27,0.095,2332.962,783,783,4054,221.42,121314,2,11
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,12,1,1,0.095,2524.673,2201,1075,4397,239.615,131283,2,17
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,12,1,2,0.095,2155.981,904,904,4098,204.623,112111,2,17
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,12,1,3,0.095,2824.077,4665,757,5373,268.031,146852,2,17
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,12,1,4,0.095,2999.385,1095,1095,5634,284.669,155968,2,17
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,12,1,5,0.095,3479.942,927,927,6648,330.279,180957,2,17
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,12,1,6,0.095,4662.25,1611,1611,7945,442.491,242437,2,16
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,12,1,7,0.095,4850.519,2961,2961,7212,460.359,252227,2,15
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,12,1,8,0.095,3736.827,1493,1493,6906,354.659,194315,2,16
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,12,1,9,0.095,4518.308,2234,2234,7565,428.829,234952,2,15
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,12,1,10,0.095,3430.096,947,947,7466,325.548,178365,2,16
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,12,1,11,0.095,2796.865,769,769,5285,265.448,145437,2,17
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,12,1,12,0.095,3595.25,1075,1075,7530,341.223,186953,2,17
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,12,1,13,0.095,2277.327,671,671,4503,216.139,118421,2,17
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,12,1,14,0.095,2948.308,1891,795,5664,279.822,153312,2,17
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,12,1,15,0.095,3388.904,1113,1113,6222,321.638,176223,2,17
020720-BE EPS8 KO Mouse 5.lif-Mouse 5 IHC-6 good/Series005 Lng,1,KO,12,2,16,0.095,2218.673,772,772,4052,210.573,115371,2,18
