Image,Number,Type,Cell,Row,Label,Area,Mean Grey,Mode Grey,Min Grey,Max Grey,IntDen,RawIntDen,Channel,Stack
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,4,1,14,0.095,6659.135,3522,3522,9795,632.014,346275,2,16
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,4,2,15,0.095,3796.327,2038,2038,5957,360.307,197409,2,8
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,4,2,16,0.095,4942.731,2175,2175,8431,469.111,257022,2,10
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,4,2,17,0.095,3164.327,1884,1884,4874,300.324,164545,2,10
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,4,2,18,0.095,3934.731,1864,1864,5899,373.442,204606,2,11
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,4,2,19,0.095,4594.577,2629,2629,7307,436.068,238918,2,14
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,4,2,20,0.095,3787.135,2223,2223,5656,359.434,196931,2,14
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,4,2,21,0.095,7143.462,3690,3690,10689,677.981,371460,2,16
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,4,2,22,0.095,6551.75,7374,4469,9464,621.822,340691,2,17
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,4,2,23,0.095,6742.788,3344,3344,11610,639.953,350625,2,16
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,4,2,24,0.095,4321.077,1595,1595,6564,410.11,224696,2,17
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,4,2,25,0.095,5009.712,3297,3297,6786,475.468,260505,2,17
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,4,2,26,0.095,5139.904,2313,2313,8684,487.824,267275,2,16
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,4,2,27,0.095,4553.769,3010,3010,6261,432.195,236796,2,15
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,4,2,28,0.095,3153.577,3857,2120,4080,299.304,163986,2,15
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,1,1,0.095,4469.404,1993,1993,6244,424.188,232409,2,17
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,1,2,0.095,4659.231,2418,2418,7597,442.204,242280,2,17
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,1,3,0.095,6045.577,6412,1911,11064,573.781,314370,2,17
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,1,4,0.095,4310.327,1946,1946,7201,409.09,224137,2,17
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,1,5,0.095,6046.135,1856,1856,11239,573.834,314399,2,18
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,1,6,0.095,5126.654,1330,1330,8923,486.567,266586,2,19
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,1,7,0.095,6192.25,2120,2120,11555,587.702,321997,2,20
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,1,8,0.095,6137.538,2367,2367,11416,582.509,319152,2,21
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,1,9,0.095,7565.212,1616,1616,13325,718.009,393391,2,22
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,1,10,0.095,6696.904,2057,2057,12037,635.598,348239,2,23
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,1,11,0.095,6206.058,5488,2430,10224,589.012,322715,2,23
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,1,12,0.095,4876.692,2360,2360,7964,462.843,253588,2,22
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,1,13,0.095,6801.346,3084,3084,12699,645.511,353670,2,21
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,1,14,0.095,3933.635,2043,2043,6609,373.338,204549,2,21
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,1,15,0.095,5823.115,1473,1473,10421,552.668,302802,2,20
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,1,16,0.095,5580.808,3213,3213,8988,529.67,290202,2,20
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,2,17,0.095,3761.692,1764,1764,5111,357.019,195608,2,16
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,2,18,0.095,3212.115,1546,1546,4665,304.859,167030,2,16
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,2,19,0.095,4667.154,3109,3109,6580,442.956,242692,2,16
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,2,20,0.095,4503.423,1974,1974,7782,427.417,234178,2,17
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,2,21,0.095,4513.808,1872,1872,7760,428.402,234718,2,17
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,2,22,0.095,4047.577,2190,2190,6345,384.153,210474,2,18
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,2,23,0.095,5650.019,4533,2787,9342,536.239,293801,2,19
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,2,24,0.095,4548.115,2732,2732,7088,431.658,236502,2,20
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,2,25,0.095,4227.538,3434,1890,7271,401.233,219832,2,21
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,2,26,0.095,4603.673,1918,1918,7810,436.931,239391,2,21
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,2,27,0.095,4113.788,2000,2000,6943,390.437,213917,2,20
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,2,28,0.095,4583.423,2359,2359,7091,435.009,238338,2,20
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,2,29,0.095,5177.058,3827,2455,9022,491.351,269207,2,19
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,2,30,0.126,5332.754,6926,2356,10136,671.593,367960,2,19
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,5,2,31,0.095,5759.596,2608,2608,9945,546.639,299499,2,18
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,1,1,0.095,3492.058,3684,2279,4586,331.429,181587,2,19
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,1,2,0.095,5293,1585,1585,8746,502.355,275236,2,20
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,1,3,0.095,5960.904,7433,1872,9698,565.745,309967,2,21
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,1,4,0.095,4465.212,1437,1437,7717,423.79,232191,2,23
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,1,5,0.095,6808.058,1891,1891,11074,646.148,354019,2,23
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,1,6,0.095,5436.385,5056,2637,7795,515.963,282692,2,24
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,1,7,0.095,5935.058,2304,2304,9503,563.292,308623,2,25
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,1,8,0.095,4311.481,1103,1103,7422,409.199,224197,2,24
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,1,9,0.095,5250.269,2081,2081,8588,498.299,273014,2,24
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,1,10,0.095,4897.173,1979,1979,8147,464.787,254653,2,23
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,1,11,0.095,5683.25,4244,2630,8964,539.393,295529,2,22
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,1,12,0.095,4861.942,2891,1599,9139,461.443,252821,2,21
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,1,13,0.095,7254.077,3386,3386,12601,688.479,377212,2,20
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,1,14,0.095,3794.135,1540,1540,6441,360.099,197295,2,20
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,1,15,0.095,4142.25,1036,952,7758,393.138,215397,2,19
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,1,16,0.095,4136.135,1336,1336,7108,392.557,215079,2,17
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,2,17,0.095,3213.654,1504,1504,4438,305.006,167110,2,17
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,2,18,0.095,4041.558,1839,1839,6458,383.581,210161,2,18
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,2,19,0.095,4056,1830,1830,7117,384.952,210912,2,19
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,2,20,0.095,4357.462,2174,2174,7598,413.563,226588,2,20
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,2,21,0.095,3860.942,2107,2107,5593,366.439,200769,2,21
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,2,22,0.095,5751.712,1997,1997,10664,545.891,299089,2,22
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,2,23,0.095,6656.769,2988,2988,10249,631.789,346152,2,23
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,2,24,0.095,4742.058,2314,2314,7982,450.065,246587,2,22
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,2,25,0.095,6463.404,2851,2851,11140,613.437,336097,2,23
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,2,26,0.095,5471.981,1647,1647,9788,519.342,284543,2,22
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,2,27,0.095,3491.519,1865,1865,5588,331.378,181559,2,20
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,2,28,0.095,2375.712,1368,1192,3904,225.477,123537,2,19
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,2,29,0.095,5393.192,3716,2793,8692,511.864,280446,2,19
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,2,30,0.095,3892.385,1272,1272,6799,369.423,202404,2,18
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,2,31,0.095,2926.423,1275,1275,4375,277.745,152174,2,17
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,6,2,32,0.095,2913.538,1110,1110,4586,276.522,151504,2,16
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,1,1,0.095,6169.442,3035,3035,10030,585.537,320811,2,32
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,1,2,0.095,4802.731,5138,2318,7662,455.824,249742,2,32
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,1,3,0.095,4501.038,2022,2022,7199,427.19,234054,2,32
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,1,4,0.095,3716.135,1558,1558,5783,352.696,193239,2,32
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,1,5,0.095,5778.673,2556,2556,8801,548.45,300491,2,32
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,1,6,0.095,5931.423,2647,2647,10242,562.947,308434,2,31
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,1,7,0.095,7791.654,5136,3975,12547,739.5,405166,2,31
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,1,8,0.095,4831.058,1493,1493,8157,458.512,251215,2,29
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,1,9,0.095,4977.327,1932,1932,8002,472.394,258821,2,29
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,1,10,0.095,4498.75,3614,1784,7418,426.973,233935,2,28
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,1,11,0.095,5064.212,1601,1601,8118,480.641,263339,2,27
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,1,12,0.095,6264.385,2835,2835,11144,594.548,325748,2,26
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,1,13,0.095,5381.212,2112,2112,10160,510.727,279823,2,24
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,1,14,0.095,4242.327,1300,1300,7442,402.636,220601,2,24
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,2,15,0.095,5674.808,3061,3061,8620,538.592,295090,2,31
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,2,16,0.095,6320.077,3019,3019,10066,599.834,328644,2,31
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,2,17,0.095,5016.346,1433,1433,8109,476.098,260850,2,31
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,2,18,0.095,3855.462,1907,1907,6015,365.919,200484,2,31
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,2,19,0.095,4434.692,2420,2420,6825,420.893,230604,2,30
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,2,20,0.095,4975.654,5285,1861,8420,472.236,258734,2,30
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,2,21,0.095,3673.846,4324,1544,5881,348.682,191040,2,29
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,2,22,0.095,6111.673,2381,2381,11454,580.054,317807,2,28
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,2,23,0.095,4398.308,5592,2357,7165,417.44,228712,2,27
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,2,24,0.095,4168.385,2278,2278,6449,395.618,216756,2,26
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,2,25,0.095,3675.827,1932,1932,6098,348.87,191143,2,25
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,2,26,0.095,4864.346,2515,2515,8112,461.671,252946,2,24
022820-BE EPS8 KO pup2 left IHC1 series 002 lng,3,KO,7,2,27,0.095,2808.596,1412,1380,4438,266.562,146047,2,24
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,1,1,0.095,4334.269,1900,1900,7148,411.362,225382,2,5
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,1,2,0.095,5210.923,2001,2001,8400,494.565,270968,2,6
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,1,3,0.095,3557.981,1201,1201,6129,337.685,185015,2,8
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,1,4,0.095,5768.654,3663,3663,8108,547.499,299970,2,8
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,1,5,0.095,4829.058,1815,1815,7211,458.322,251111,2,10
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,1,6,0.095,4717,3158,3158,6492,447.687,245284,2,11
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,1,7,0.095,6485.404,3636,3636,9754,615.525,337241,2,13
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,1,8,0.095,5814.327,1490,1490,8819,551.833,302345,2,14
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,1,9,0.095,5848.423,3958,3453,7956,555.07,304118,2,16
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,1,10,0.095,4298.077,1877,1877,6132,407.927,223500,2,16
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,1,11,0.095,6830.423,4046,4046,9264,648.27,355182,2,17
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,1,12,0.095,5837.058,6243,2878,7640,553.991,303527,2,17
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,1,13,0.095,3657.288,2469,2469,4674,347.111,190179,2,18
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,1,14,0.095,4710.827,2288,2288,6393,447.101,244963,2,18
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,1,15,0.095,6392.288,5128,3347,9805,606.687,332399,2,17
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,2,16,0.095,2463.596,1468,1359,3833,233.818,128107,2,5
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,2,17,0.095,3811.635,2001,2001,5471,361.759,198205,2,7
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,2,18,0.095,2986.981,3113,1918,3859,283.492,155323,2,8
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,2,19,0.095,3427.269,3226,2486,4349,325.28,178218,2,10
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,2,20,0.095,5107.712,3303,3303,7079,484.769,265601,2,10
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,2,21,0.095,4430.731,2812,2812,6061,420.517,230398,2,12
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,2,22,0.095,2736.423,1829,1829,3583,259.712,142294,2,14
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,2,23,0.095,5509.558,3552,3552,7318,522.908,286497,2,15
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,2,24,0.095,4762.365,2787,2787,6741,451.993,247643,2,15
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,2,25,0.095,5919.192,5513,4080,7972,561.786,307798,2,16
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,2,26,0.095,4705.923,2608,2608,6373,446.636,244708,2,16
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,2,27,0.095,5504.365,3340,3340,7366,522.415,286227,2,16
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,8,2,28,0.095,3992.019,4411,2862,5304,378.88,207585,2,17
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,1,1,0.095,4266.231,4430,1595,6842,404.905,221844,2,13
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,1,2,0.095,3961.462,5180,1537,7014,375.979,205996,2,13
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,1,3,0.095,4326.5,6146,1749,6737,410.625,224978,2,13
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,1,4,0.095,3056.404,2522,1672,4853,290.081,158933,2,13
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,1,5,0.095,3212.481,2925,1613,5032,304.894,167049,2,13
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,1,6,0.095,2916.865,2204,1733,4683,276.838,151677,2,14
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,1,7,0.095,3736.173,3519,2235,5093,354.597,194281,2,15
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,1,8,0.095,4028.442,1965,1965,6226,382.336,209479,2,17
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,1,9,0.095,3314.173,1355,1355,4954,314.546,172337,2,18
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,1,10,0.095,3055.308,1840,1840,4365,289.977,158876,2,17
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,1,11,0.095,5532.519,3581,3581,8446,525.087,287691,2,18
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,1,12,0.095,4937.192,1596,1596,8351,468.585,256734,2,18
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,1,13,0.095,3232.25,1726,1726,4930,306.77,168077,2,18
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,1,14,0.095,3329.404,1584,1584,5217,315.991,173129,2,19
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,1,15,0.095,2349.615,1016,1016,3771,223,122180,2,18
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,1,16,0.095,2605.654,2715,1237,3695,247.301,135494,2,19
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,1,17,0.095,3651.058,2198,2198,4790,346.519,189855,2,20
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,2,18,0.095,1944.827,1448,1267,2525,184.582,101131,2,13
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,2,19,0.095,3304.212,3240,2018,4515,313.6,171819,2,13
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,2,20,0.095,1696.596,1497,936,2391,161.023,88223,2,13
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,2,21,0.095,1617.308,1848,1046,2219,153.497,84100,2,14
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,2,22,0.095,2488.942,1295,1295,3482,236.224,129425,2,15
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,2,23,0.095,2443.5,1391,1391,3454,231.911,127062,2,16
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,2,24,0.095,4032.327,2941,2554,5924,382.705,209681,2,16
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,2,25,0.095,3670.731,2598,2598,4955,348.386,190878,2,17
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,2,26,0.095,2978.673,1959,1959,4359,282.704,154891,2,18
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,2,27,0.095,2716.654,1383,1383,4294,257.836,141266,2,18
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,2,28,0.095,3240.154,1973,1973,4948,307.521,168488,2,18
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,2,29,0.095,2360.462,2436,1558,3280,224.03,122744,2,20
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,9,2,30,0.095,2860.481,2392,1867,3864,271.486,148745,2,19
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,1,1,0.095,1864.885,2572,796,2970,176.995,96974,2,14
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,1,2,0.095,2453.808,902,902,3773,232.889,127598,2,16
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,1,3,0.095,3704.846,1858,1858,5900,351.624,192652,2,15
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,1,4,0.095,4458.885,1807,1807,6874,423.189,231862,2,15
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,1,5,0.095,3604.712,2731,1920,5821,342.121,187445,2,16
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,1,6,0.095,4121.769,2666,2666,6301,391.194,214332,2,17
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,1,7,0.095,5200.635,2737,2737,8141,493.588,270433,2,17
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,1,8,0.095,4864.5,3075,3075,7023,461.686,252954,2,19
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,1,9,0.095,4237.404,2289,2289,5812,402.169,220345,2,19
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,1,10,0.095,3365.788,1971,1971,4674,319.445,175021,2,19
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,1,11,0.095,4642.269,4309,2515,6340,440.594,241398,2,22
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,1,12,0.095,4476.442,1962,1962,7031,424.856,232775,2,22
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,1,13,0.095,5309.962,3055,3055,8036,503.965,276118,2,22
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,2,14,0.095,1738.615,1700,968,2485,165.011,90408,2,15
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,2,15,0.095,2843.962,1458,1458,4663,269.918,147886,2,14
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,2,16,0.095,2576.25,1283,1283,3825,244.51,133965,2,15
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,2,17,0.095,5067.75,5498,2409,7248,480.976,263523,2,16
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,2,18,0.095,2927.135,2863,1698,3697,277.812,152211,2,16
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,2,19,0.095,3236.558,2336,2336,4424,307.179,168301,2,17
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,2,20,0.095,3362.5,3409,2221,4516,319.132,174850,2,18
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,2,21,0.095,2732.615,2399,1948,3341,259.351,142096,2,18
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,2,22,0.095,5982.423,2978,2978,9376,567.787,311086,2,21
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,2,23,0.095,7263.5,3638,3638,9936,689.373,377702,2,21
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,2,24,0.095,3232.269,1907,1907,4622,306.772,168078,2,21
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,10,2,25,0.095,2404.019,2940,1613,3433,228.164,125009,2,20
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,1,1,0.095,4245.942,2477,2477,5912,402.979,220789,2,28
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,1,2,0.095,4403.442,2682,2682,6546,417.927,228979,2,28
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,1,3,0.095,4215.558,2167,2167,7460,400.095,219209,2,28
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,1,4,0.095,6031.308,1930,1930,10574,572.427,313628,2,29
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,1,5,0.095,5137.423,4616,2733,8229,487.589,267146,2,29
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,1,6,0.095,4670.981,2753,2753,7598,443.319,242891,2,29
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,1,7,0.095,5307.154,2996,2996,7867,503.698,275972,2,30
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,1,8,0.095,3817.212,2012,2012,5959,362.289,198495,2,28
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,1,9,0.095,3969.346,1749,1749,6349,376.728,206406,2,29
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,1,10,0.095,4428.923,2242,2242,6778,420.346,230304,2,28
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,1,11,0.095,4771.692,2728,2728,7047,452.878,248128,2,27
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,1,12,0.095,3114.654,1200,1200,5246,295.61,161962,2,26
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,1,13,0.095,2912.115,3366,1825,3726,276.387,151430,2,24
022820-BE EPS8 KO pup2 left IHC2 series 003 lng,3,KO,11,1,14,0.095,3683.115,2593,2290,5105,349.562,191522,2,23
